"Time","Length","Info"
"5.162492","1434","443  >  51603 [ACK] Seq=237572 Ack=7709 Win=46592 Len=1380 [TCP segment of a reassembled PDU]"
"5.162610","1434","Application Data [TCP segment of a reassembled PDU]"
"5.163066","1434","Application Data [TCP segment of a reassembled PDU]"
"5.163073","1434","Application Data [TCP segment of a reassembled PDU]"
"5.163192","1434","Application Data [TCP segment of a reassembled PDU]"
"5.164420","1434","Application Data [TCP segment of a reassembled PDU]"
"5.164422","1434","Application Data [TCP segment of a reassembled PDU]"
"5.164422","1434","Application Data [TCP segment of a reassembled PDU]"
"5.164425","1434","Application Data [TCP segment of a reassembled PDU]"
"5.165144","1434","Application Data [TCP segment of a reassembled PDU]"
"5.165146","1434","Application Data [TCP segment of a reassembled PDU]"
"5.165147","1434","Application Data [TCP segment of a reassembled PDU]"
"5.165522","1434","Application Data [TCP segment of a reassembled PDU]"
"5.168264","1434","Application Data [TCP segment of a reassembled PDU]"
"5.168265","1434","443  >  51603 [ACK] Seq=256892 Ack=7709 Win=46592 Len=1380 [TCP segment of a reassembled PDU]"
"5.168273","1434","Application Data [TCP segment of a reassembled PDU]"
"5.168274","1434","Application Data [TCP segment of a reassembled PDU]"
"5.168275","1434","Application Data [TCP segment of a reassembled PDU]"
"5.172562","1434","Application Data [TCP segment of a reassembled PDU]"
"5.172568","1434","Application Data [TCP segment of a reassembled PDU]"
"5.172574","1434","Application Data [TCP segment of a reassembled PDU]"
"5.172587","1434","Application Data [TCP segment of a reassembled PDU]"
"5.172593","1434","Application Data [TCP segment of a reassembled PDU]"
"5.175924","1434","Application Data [TCP segment of a reassembled PDU]"
"5.175926","1434","Application Data [TCP segment of a reassembled PDU]"
"5.175927","1434","443  >  51603 [ACK] Seq=272072 Ack=7709 Win=46592 Len=1380 [TCP segment of a reassembled PDU]"
"5.175927","1434","Application Data [TCP segment of a reassembled PDU]"
"5.175928","1434","Application Data [TCP segment of a reassembled PDU]"
"5.175929","1434","Application Data [TCP segment of a reassembled PDU]"
"5.175930","1434","Application Data [TCP segment of a reassembled PDU]"
"5.175930","1434","Application Data [TCP segment of a reassembled PDU]"
"5.176790","1434","Application Data [TCP segment of a reassembled PDU]"
"5.176791","1434","Application Data [TCP segment of a reassembled PDU]"
"5.181165","1434","Application Data [TCP segment of a reassembled PDU]"
"5.183818","1434","Application Data [TCP segment of a reassembled PDU]"
"5.193289","1434","Application Data [TCP segment of a reassembled PDU]"
"5.193300","1434","443  >  51603 [ACK] Seq=287252 Ack=7709 Win=46592 Len=1380 [TCP segment of a reassembled PDU]"
"5.193312","1434","Application Data [TCP segment of a reassembled PDU]"
"5.193342","1434","Application Data [TCP segment of a reassembled PDU]"
"5.193350","1434","Application Data [TCP segment of a reassembled PDU]"
"5.193361","1434","Application Data [TCP segment of a reassembled PDU]"
"5.196113","1434","Application Data [TCP segment of a reassembled PDU]"
"5.196114","1434","Application Data [TCP segment of a reassembled PDU]"
"5.196115","1434","Application Data [TCP segment of a reassembled PDU]"
"5.196118","1434","Application Data [TCP segment of a reassembled PDU]"
"5.196118","1434","Application Data [TCP segment of a reassembled PDU]"
"5.196120","1434","443  >  51603 [ACK] Seq=301052 Ack=7709 Win=46592 Len=1380 [TCP segment of a reassembled PDU]"
"5.196121","1434","Application Data [TCP segment of a reassembled PDU]"
"5.199423","1434","Application Data [TCP segment of a reassembled PDU]"
"5.199425","1434","Application Data [TCP segment of a reassembled PDU]"
"5.199425","1434","Application Data [TCP segment of a reassembled PDU]"
"5.199428","1434","Application Data [TCP segment of a reassembled PDU]"
"5.199665","1434","Application Data [TCP segment of a reassembled PDU]"
"5.199863","1434","Application Data [TCP segment of a reassembled PDU]"
"5.200338","1434","Application Data [TCP segment of a reassembled PDU]"
"5.200339","1434","Application Data [TCP segment of a reassembled PDU]"
"5.200495","1434","Application Data [TCP segment of a reassembled PDU]"
"5.200835","1434","Application Data [TCP segment of a reassembled PDU]"
"5.201150","1434","Application Data [TCP segment of a reassembled PDU]"
"5.201455","1434","Application Data [TCP segment of a reassembled PDU]"
"5.212524","1434","443  >  51603 [ACK] Seq=320372 Ack=7709 Win=46592 Len=1380 [TCP segment of a reassembled PDU]"
"5.214521","1434","Application Data [TCP segment of a reassembled PDU]"
