"Time","Length","Info"
"64.191783","110","Application Data"
"64.395978","1434","443  >  51405 [ACK] Seq=528449 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"64.395979","110","Application Data"
"64.594466","1434","443  >  51405 [ACK] Seq=529885 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"64.594607","110","Application Data"
"64.751923","1434","443  >  51405 [ACK] Seq=531321 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"64.752059","110","Application Data"
"64.913246","1434","443  >  51405 [ACK] Seq=532757 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"64.913247","110","Application Data"
"65.073631","1434","443  >  51405 [ACK] Seq=534193 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"65.073631","110","Application Data"
"65.270477","1434","443  >  51405 [ACK] Seq=535629 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"65.270742","110","Application Data"
"65.396822","1434","443  >  51405 [ACK] Seq=537065 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"65.396823","110","Application Data"
"65.590195","1434","443  >  51405 [ACK] Seq=538501 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"65.590196","110","Application Data"
"65.793317","1434","443  >  51405 [ACK] Seq=539937 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"65.793453","110","Application Data"
"65.952464","1434","443  >  51405 [ACK] Seq=541373 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"65.952600","110","Application Data"
"66.150752","1434","443  >  51405 [ACK] Seq=542809 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"66.151613","110","Application Data"
"66.319337","1434","443  >  51405 [ACK] Seq=544245 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"66.324240","110","Application Data"
"66.492869","1434","443  >  51405 [ACK] Seq=545681 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"66.493108","110","Application Data"
"66.671655","1434","443  >  51405 [ACK] Seq=547117 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"66.671804","110","Application Data"
"66.831544","1434","443  >  51405 [ACK] Seq=548553 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"66.831734","110","Application Data"
"66.998507","1434","443  >  51405 [ACK] Seq=549989 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"66.998508","110","Application Data"
"67.201849","1434","443  >  51405 [ACK] Seq=551425 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"67.202015","110","Application Data"
"67.359473","1434","443  >  51405 [ACK] Seq=552861 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"67.359473","110","Application Data"
"67.563861","1434","443  >  51405 [ACK] Seq=554297 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"67.565442","110","Application Data"
"67.672486","1434","443  >  51405 [ACK] Seq=555733 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"67.672636","110","Application Data"
"67.876199","1434","443  >  51405 [ACK] Seq=557169 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"67.876347","110","Application Data"
"68.073901","1434","443  >  51405 [ACK] Seq=558605 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"68.073903","110","Application Data"
"68.233193","1434","443  >  51405 [ACK] Seq=560041 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"68.233196","110","Application Data"
"68.431492","1434","443  >  51405 [ACK] Seq=561477 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"68.431493","110","Application Data"
"68.553010","1434","443  >  51405 [ACK] Seq=562913 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"68.553341","110","Application Data"
"68.760789","1434","443  >  51405 [ACK] Seq=564349 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"68.760789","110","Application Data"
"68.954015","1434","443  >  51405 [ACK] Seq=565785 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"68.954781","110","Application Data"
"69.112573","1434","443  >  51405 [ACK] Seq=567221 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"69.112722","110","Application Data"
"69.286546","1434","443  >  51405 [ACK] Seq=568657 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"69.287281","110","Application Data"
"69.461486","110","[TCP Previous segment not captured] , Ignored Unknown Record"
"69.534659","1434","[TCP Retransmission] 443  >  51405 [ACK] Seq=570093 Ack=1 Win=501 Len=1380"
"69.632502","1434","443  >  51405 [ACK] Seq=571529 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"69.632650","110","Application Data"
"69.833603","1434","443  >  51405 [ACK] Seq=572965 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"69.833752","110","Application Data"
"69.996756","1434","443  >  51405 [ACK] Seq=574401 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"69.996903","110","Application Data"
"70.155216","1434","443  >  51405 [ACK] Seq=575837 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"70.155217","110","Application Data"
"70.351467","1434","443  >  51405 [ACK] Seq=577273 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"70.351767","110","Application Data"
"70.515669","1434","443  >  51405 [ACK] Seq=578709 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"70.515670","110","Application Data"
"70.709790","1434","443  >  51405 [ACK] Seq=580145 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"70.709791","110","Application Data"
"70.831821","1434","443  >  51405 [ACK] Seq=581581 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"70.831971","110","Application Data"
"71.034158","1434","443  >  51405 [ACK] Seq=583017 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"71.034374","110","Application Data"
"71.231554","1434","443  >  51405 [ACK] Seq=584453 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"71.231555","110","Application Data"
"71.391402","1434","443  >  51405 [ACK] Seq=585889 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"71.391402","110","Application Data"
"71.591905","1434","443  >  51405 [ACK] Seq=587325 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"71.592053","110","Application Data"
"71.711466","1434","443  >  51405 [ACK] Seq=588761 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"71.712138","110","Application Data"
"71.911828","1434","443  >  51405 [ACK] Seq=590197 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"71.912624","110","Application Data"
"72.118550","1434","443  >  51405 [ACK] Seq=591633 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"72.119185","110","Application Data"
"72.278399","1434","443  >  51405 [ACK] Seq=593069 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"72.278549","110","Application Data"
"72.445778","1434","443  >  51405 [ACK] Seq=594505 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"72.445779","110","Application Data"
"72.591871","1434","443  >  51405 [ACK] Seq=595941 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"72.592020","110","Application Data"
"72.795702","1434","443  >  51405 [ACK] Seq=597377 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"72.795850","110","Application Data"
"72.993375","1434","443  >  51405 [ACK] Seq=598813 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"72.993525","110","Application Data"
"73.117100","1434","443  >  51405 [ACK] Seq=600249 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"73.117101","110","Application Data"
"73.317682","1434","443  >  51405 [ACK] Seq=601685 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"73.317683","110","Application Data"
"73.470614","1434","443  >  51405 [ACK] Seq=603121 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"73.470835","110","Application Data"
"73.672191","1434","443  >  51405 [ACK] Seq=604557 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"73.672773","110","Application Data"
"73.871633","1434","443  >  51405 [ACK] Seq=605993 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"73.871977","110","Application Data"
"73.991446","1434","443  >  51405 [ACK] Seq=607429 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"73.991595","110","Application Data"
"74.190773","1434","443  >  51405 [ACK] Seq=608865 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"74.190922","110","Application Data"
"74.407759","1434","443  >  51405 [ACK] Seq=610301 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"74.415279","110","Application Data"
"74.517402","1434","443  >  51405 [ACK] Seq=611737 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"74.517403","110","Application Data"
"74.722567","1434","443  >  51405 [ACK] Seq=613173 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"74.722714","110","Application Data"
"74.875714","1434","443  >  51405 [ACK] Seq=614609 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"74.875862","110","Application Data"
"75.072487","1434","443  >  51405 [ACK] Seq=616045 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"75.072632","110","Application Data"
"75.286394","1434","443  >  51405 [ACK] Seq=617481 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"75.286631","110","Application Data"
"75.394782","1434","443  >  51405 [ACK] Seq=618917 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"75.394929","110","Application Data"
"75.599367","1434","443  >  51405 [ACK] Seq=620353 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"75.599516","110","Application Data"
"75.762413","1434","443  >  51405 [ACK] Seq=621789 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"75.762549","110","Application Data"
"75.951760","1434","443  >  51405 [ACK] Seq=623225 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"75.951761","110","Application Data"
"76.153435","1434","443  >  51405 [ACK] Seq=624661 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"76.153436","110","Application Data"
"76.271552","1434","443  >  51405 [ACK] Seq=626097 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"76.271553","110","Application Data"
"76.475082","1434","443  >  51405 [ACK] Seq=627533 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"76.476420","110","Application Data"
"76.636901","1434","443  >  51405 [ACK] Seq=628969 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"76.636902","110","Application Data"
"76.833455","1434","443  >  51405 [ACK] Seq=630405 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"76.833622","110","Application Data"
"76.993520","1434","443  >  51405 [ACK] Seq=631841 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"76.993652","110","Application Data"
"77.154202","1434","443  >  51405 [ACK] Seq=633277 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"77.154348","110","Application Data"
"77.350637","1434","443  >  51405 [ACK] Seq=634713 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"77.350826","110","Application Data"
"77.514499","1434","443  >  51405 [ACK] Seq=636149 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"77.514650","110","Application Data"
"77.741750","1434","443  >  51405 [ACK] Seq=637585 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"77.741896","110","Application Data"
"77.872576","1434","443  >  51405 [ACK] Seq=639021 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"77.876012","110","Application Data"
"78.034783","1434","443  >  51405 [ACK] Seq=640457 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"78.034784","110","Application Data"
"78.242672","1434","443  >  51405 [ACK] Seq=641893 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"78.242820","110","Application Data"
"78.353522","1434","443  >  51405 [ACK] Seq=643329 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"78.353523","110","Application Data"
"78.553413","1434","443  >  51405 [ACK] Seq=644765 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"78.553594","110","Application Data"
"78.762181","1434","443  >  51405 [ACK] Seq=646201 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"78.762181","110","Application Data"
"78.921844","1434","443  >  51405 [ACK] Seq=647637 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"78.921987","110","Application Data"
"79.116364","1434","443  >  51405 [ACK] Seq=649073 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"79.116365","110","Application Data"
"79.232047","1434","443  >  51405 [ACK] Seq=650509 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"79.232208","110","Application Data"
"79.432142","1434","443  >  51405 [ACK] Seq=651945 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"79.432143","110","Application Data"
"79.630699","1434","443  >  51405 [ACK] Seq=653381 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"79.632439","110","Application Data"
"79.795923","1434","443  >  51405 [ACK] Seq=654817 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"79.796516","110","Application Data"
"79.953841","1434","443  >  51405 [ACK] Seq=656253 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"79.954616","110","Application Data"
"80.151078","1434","443  >  51405 [ACK] Seq=657689 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"80.151688","110","Application Data"
"80.313458","1434","443  >  51405 [ACK] Seq=659125 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"80.313458","110","Application Data"
"80.514063","1434","443  >  51405 [ACK] Seq=660561 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"80.514064","110","Application Data"
"80.633416","1434","443  >  51405 [ACK] Seq=661997 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"80.637969","110","Application Data"
"80.833893","1434","443  >  51405 [ACK] Seq=663433 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"80.834041","110","Application Data"
"81.058624","1434","443  >  51405 [ACK] Seq=664869 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"81.058625","110","Application Data"
"81.206565","1434","443  >  51405 [ACK] Seq=666305 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"81.206566","110","Application Data"
"81.359334","1434","443  >  51405 [ACK] Seq=667741 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"81.359334","110","Application Data"
"81.513539","1434","443  >  51405 [ACK] Seq=669177 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"81.513672","110","Application Data"
"81.713239","1434","443  >  51405 [ACK] Seq=670613 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"81.713418","110","Application Data"
"81.917740","1434","443  >  51405 [ACK] Seq=672049 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"81.917999","110","Application Data"
"82.072583","1434","443  >  51405 [ACK] Seq=673485 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"82.072584","110","Application Data"
"82.234550","1434","443  >  51405 [ACK] Seq=674921 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"82.234551","110","Application Data"
"82.396302","1434","443  >  51405 [ACK] Seq=676357 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"82.396303","110","Application Data"
"82.590858","1434","443  >  51405 [ACK] Seq=677793 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"82.591025","110","Application Data"
"82.792013","1434","443  >  51405 [ACK] Seq=679229 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"82.792163","110","Application Data"
"82.913581","1434","443  >  51405 [ACK] Seq=680665 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"82.913581","110","Application Data"
"83.122693","1434","443  >  51405 [ACK] Seq=682101 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"83.122695","110","Application Data"
"83.272637","1434","443  >  51405 [ACK] Seq=683537 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"83.272638","110","Application Data"
"83.503331","1434","443  >  51405 [ACK] Seq=684973 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"83.503335","110","Application Data"
"83.678450","1434","443  >  51405 [ACK] Seq=686409 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"83.678450","110","Application Data"
"83.793179","1434","443  >  51405 [ACK] Seq=687845 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"83.793326","110","Application Data"
"83.989195","1434","443  >  51405 [ACK] Seq=689281 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"83.989397","110","Application Data"
"84.199869","1434","443  >  51405 [ACK] Seq=690717 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"84.199870","110","Application Data"
"84.350688","1434","443  >  51405 [ACK] Seq=692153 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"84.350952","110","Application Data"
"84.511774","1434","443  >  51405 [ACK] Seq=693589 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"84.511775","110","Application Data"
"84.684530","1434","443  >  51405 [ACK] Seq=695025 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"84.684531","110","Application Data"
"84.874524","1434","443  >  51405 [ACK] Seq=696461 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"84.874655","110","Application Data"
"85.071847","1434","443  >  51405 [ACK] Seq=697897 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"85.071848","110","Application Data"
"85.195939","1434","443  >  51405 [ACK] Seq=699333 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"85.196638","110","Application Data"
"85.391888","1434","443  >  51405 [ACK] Seq=700769 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"85.391889","110","Application Data"
"85.551287","1434","443  >  51405 [ACK] Seq=702205 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"85.551287","110","Application Data"
"85.755312","1434","443  >  51405 [ACK] Seq=703641 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"85.755312","110","Application Data"
"85.959493","1434","443  >  51405 [ACK] Seq=705077 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"85.959629","110","Application Data"
"86.072752","1434","443  >  51405 [ACK] Seq=706513 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"86.072753","110","Application Data"
"86.273915","1434","443  >  51405 [ACK] Seq=707949 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"86.273916","110","Application Data"
"86.434016","1434","443  >  51405 [ACK] Seq=709385 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"86.434165","110","Application Data"
"86.632296","1434","443  >  51405 [ACK] Seq=710821 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"86.632296","110","Application Data"
"86.796681","1434","443  >  51405 [ACK] Seq=712257 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"86.796829","110","Application Data"
"86.970222","1434","443  >  51405 [ACK] Seq=713693 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"86.970460","110","Application Data"
"87.161419","1434","443  >  51405 [ACK] Seq=715129 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"87.161578","110","Application Data"
"87.320227","1434","443  >  51405 [ACK] Seq=716565 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"87.320229","110","Application Data"
"87.512959","1434","443  >  51405 [ACK] Seq=718001 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"87.512960","110","Application Data"
"87.672960","1434","443  >  51405 [ACK] Seq=719437 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"87.672961","110","Application Data"
"87.835617","1434","443  >  51405 [ACK] Seq=720873 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"87.837834","110","Application Data"
"88.034770","1434","443  >  51405 [ACK] Seq=722309 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"88.034771","110","Application Data"
"88.237331","1434","443  >  51405 [ACK] Seq=723745 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"88.237332","110","Application Data"
"88.351516","1434","443  >  51405 [ACK] Seq=725181 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"88.351517","110","Application Data"
"88.555072","1434","443  >  51405 [ACK] Seq=726617 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"88.555073","110","Application Data"
"88.713674","1434","443  >  51405 [ACK] Seq=728053 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"88.713822","110","Application Data"
"88.912118","1434","443  >  51405 [ACK] Seq=729489 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"88.912265","110","Application Data"
"89.033987","1434","443  >  51405 [ACK] Seq=730925 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"89.034132","110","Application Data"
"89.231429","1434","443  >  51405 [ACK] Seq=732361 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"89.231578","110","Application Data"
"89.432411","1434","443  >  51405 [ACK] Seq=733797 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"89.432412","110","Application Data"
"89.602575","1434","443  >  51405 [ACK] Seq=735233 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"89.602708","110","Application Data"
"89.791084","1434","443  >  51405 [ACK] Seq=736669 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"89.791084","110","Application Data"
"89.910895","1434","443  >  51405 [ACK] Seq=738105 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"89.911672","110","Application Data"
"90.132310","1434","443  >  51405 [ACK] Seq=739541 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"90.132311","110","Application Data"
"90.312535","1434","443  >  51405 [ACK] Seq=740977 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"90.312536","110","Application Data"
"90.482146","1434","443  >  51405 [ACK] Seq=742413 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"90.482284","110","Application Data"
"90.628765","1434","443  >  51405 [ACK] Seq=743849 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"90.629018","110","Application Data"
"90.831867","1434","443  >  51405 [ACK] Seq=745285 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"90.832570","110","Application Data"
"90.994201","1434","443  >  51405 [ACK] Seq=746721 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"90.994202","110","Application Data"
"91.192464","1434","443  >  51405 [ACK] Seq=748157 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"91.192752","110","Application Data"
"91.312326","1434","443  >  51405 [ACK] Seq=749593 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"91.312475","110","Application Data"
"91.510645","1434","443  >  51405 [ACK] Seq=751029 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"91.510646","110","Application Data"
"91.710253","1434","443  >  51405 [ACK] Seq=752465 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"91.710401","110","Application Data"
"91.881732","1434","443  >  51405 [ACK] Seq=753901 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"91.881733","110","Application Data"
"92.049851","1434","443  >  51405 [ACK] Seq=755337 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"92.049852","110","Application Data"
"92.191829","1434","443  >  51405 [ACK] Seq=756773 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"92.191830","110","Application Data"
"92.389864","1434","443  >  51405 [ACK] Seq=758209 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"92.390414","110","Application Data"
"92.598262","1434","443  >  51405 [ACK] Seq=759645 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"92.598263","110","Application Data"
"92.709333","1434","443  >  51405 [ACK] Seq=761081 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"92.709482","110","Application Data"
"92.911413","1434","443  >  51405 [ACK] Seq=762517 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"92.911562","110","Application Data"
"93.071593","1434","443  >  51405 [ACK] Seq=763953 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"93.071594","110","Application Data"
"93.272360","1434","443  >  51405 [ACK] Seq=765389 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"93.272589","110","Application Data"
"93.474900","1434","443  >  51405 [ACK] Seq=766825 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"93.475618","110","Application Data"
"93.593970","1434","443  >  51405 [ACK] Seq=768261 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"93.594619","110","Application Data"
"93.791340","1434","443  >  51405 [ACK] Seq=769697 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"93.791471","110","Application Data"
"93.952559","1434","443  >  51405 [ACK] Seq=771133 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"93.952731","110","Application Data"
"94.154157","1434","443  >  51405 [ACK] Seq=772569 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"94.154158","110","Application Data"
"94.309668","1434","443  >  51405 [ACK] Seq=774005 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"94.309815","110","Application Data"
"94.471315","1434","443  >  51405 [ACK] Seq=775441 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"94.471456","110","Application Data"
"94.674189","1434","443  >  51405 [ACK] Seq=776877 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"94.674339","110","Application Data"
"94.872458","1434","443  >  51405 [ACK] Seq=778313 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"94.872459","110","Application Data"
"94.991044","1434","443  >  51405 [ACK] Seq=779749 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"94.991045","110","Application Data"
"95.199422","1434","443  >  51405 [ACK] Seq=781185 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"95.199570","110","Application Data"
"95.354199","1434","443  >  51405 [ACK] Seq=782621 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"95.354447","110","Application Data"
"95.551289","1434","443  >  51405 [ACK] Seq=784057 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"95.551289","110","Application Data"
"95.751047","1434","443  >  51405 [ACK] Seq=785493 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"95.751183","110","Application Data"
"95.878843","1434","443  >  51405 [ACK] Seq=786929 Ack=1 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"95.878987","110","Application Data"
